Country or Area,Year,Area,Record Type,Reliability,Source Year,Value,Value Footnotes
Grenada,2016,Total,Data tabulated by year of registration,"Final figure, complete",2023,134,
Grenada,2015,Total,Data tabulated by year of registration,"Final figure, complete",2023,130,
Grenada,2014,Total,Data tabulated by year of registration,"Final figure, complete",2019,195,
Grenada,2013,Total,Data tabulated by year of registration,"Final figure, complete",2019,156,
Grenada,2012,Total,Data tabulated by year of registration,"Final figure, complete",2019,173,
Grenada,2011,Total,Data tabulated by year of registration,"Final figure, complete",2019,158,
Grenada,2010,Total,Data tabulated by year of registration,"Final figure, complete",2016,166,
Grenada,2009,Total,Data tabulated by year of registration,"Final figure, complete",2016,166,
Grenada,2008,Total,Data tabulated by year of registration,"Final figure, complete",2016,139,
Guadeloupe,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,659,
Guadeloupe,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,729,
Guadeloupe,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,806,
Guadeloupe,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,902,
Guadeloupe,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,860,
Guadeloupe,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,690,
Guadeloupe,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,724,
Guadeloupe,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,989,
Guam,2024,Total,Data tabulated by year of occurrence,"Final figure, complete",2025,408,"7,19"
Guam,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,720,"7,19"
Guam,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,572,"7,19"
Guam,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,683,"7,19"
Guam,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,647,"7,19"
Guam,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,657,"7,19"
Guam,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,739,"7,19"
Guam,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,720,"7,19"
Guam,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,869,"7,19"
Guam,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,878,"7,19"
Guam,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,849,"7,19"
Guam,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,868,"7,19"
Guam,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,868,"7,19"
Guatemala,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,10250,
Guatemala,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,9950,
Guatemala,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,9621,
Guatemala,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,4074,
Guatemala,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,8203,
Guatemala,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,6255,
Guatemala,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,5808,
Guatemala,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,5665,
Guatemala,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,5726,
Guatemala,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,5575,
Guatemala,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,5542,
Guatemala,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,5157,
Guatemala,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,4344,
Guatemala,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,3645,
Guatemala,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,3004,
Guatemala,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,2834,
Hungary,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,16791,7
Hungary,2023,Urban,Data tabulated by year of occurrence,"Final figure, complete",2024,12284,"7,20"
Hungary,2023,Rural,Data tabulated by year of occurrence,"Final figure, complete",2024,4229,"7,20"
Hungary,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,17695,7
Hungary,2022,Urban,Data tabulated by year of occurrence,"Final figure, complete",2023,12878,"7,20"
Hungary,2022,Rural,Data tabulated by year of occurrence,"Final figure, complete",2023,4499,"7,20"
Hungary,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,18092,7
Hungary,2021,Urban,Data tabulated by year of occurrence,"Final figure, complete",2022,13247,"7,20"
Hungary,2021,Rural,Data tabulated by year of occurrence,"Final figure, complete",2022,4506,"7,20"
Hungary,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,14979,7
Hungary,2020,Urban,Data tabulated by year of occurrence,"Final figure, complete",2021,11166,"7,20"
Hungary,2020,Rural,Data tabulated by year of occurrence,"Final figure, complete",2021,3585,"7,20"
Hungary,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,17600,7
Hungary,2019,Urban,Data tabulated by year of occurrence,"Final figure, complete",2020,13068,"7,20"
Hungary,2019,Rural,Data tabulated by year of occurrence,"Final figure, complete",2020,4274,"7,20"
Hungary,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,16952,7
Hungary,2018,Urban,Data tabulated by year of occurrence,"Final figure, complete",2019,12592,"7,20"
Hungary,2018,Rural,Data tabulated by year of occurrence,"Final figure, complete",2019,4094,"7,20"
Hungary,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,18495,7
Hungary,2017,Urban,Data tabulated by year of occurrence,"Final figure, complete",2018,13737,"7,20"
Hungary,2017,Rural,Data tabulated by year of occurrence,"Final figure, complete",2018,4426,"7,20"
Hungary,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,19552,7
Hungary,2016,Urban,Data tabulated by year of occurrence,"Final figure, complete",2017,14741,"7,20"
Hungary,2016,Rural,Data tabulated by year of occurrence,"Final figure, complete",2017,4540,"7,20"
Hungary,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,20315,7
Hungary,2015,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,15168,"7,20"
Hungary,2015,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,4893,"7,20"
Hungary,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,19576,7
Hungary,2014,Urban,Data tabulated by year of occurrence,"Final figure, complete",2015,14801,"7,20"
Hungary,2014,Rural,Data tabulated by year of occurrence,"Final figure, complete",2015,4536,"7,20"
Hungary,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,20209,7
Hungary,2013,Urban,Data tabulated by year of occurrence,"Final figure, complete",2014,15044,"7,20"
Hungary,2013,Rural,Data tabulated by year of occurrence,"Final figure, complete",2014,4928,"7,20"
Hungary,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,21830,7
Hungary,2012,Urban,Data tabulated by year of occurrence,"Final figure, complete",2013,16164,"7,20"
Hungary,2012,Rural,Data tabulated by year of occurrence,"Final figure, complete",2013,5457,"7,20"
Hungary,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,23335,7
Hungary,2011,Urban,Data tabulated by year of occurrence,"Final figure, complete",2012,17132,"7,20"
Hungary,2011,Rural,Data tabulated by year of occurrence,"Final figure, complete",2012,5998,"7,20"
Hungary,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,23873,7
Hungary,2010,Urban,Data tabulated by year of occurrence,"Final figure, complete",2011,17643,"7,20"
Hungary,2010,Rural,Data tabulated by year of occurrence,"Final figure, complete",2011,6043,"7,20"
Hungary,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2010,23820,7
Hungary,2009,Urban,Data tabulated by year of occurrence,"Final figure, complete",2010,17441,"7,20"
Hungary,2009,Rural,Data tabulated by year of occurrence,"Final figure, complete",2010,6216,"7,20"
Hungary,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,25155,7
Hungary,2008,Urban,Data tabulated by year of occurrence,"Final figure, complete",2009,18294,"7,20"
Hungary,2008,Rural,Data tabulated by year of occurrence,"Final figure, complete",2009,6689,"7,20"
Iceland,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,688,
Iceland,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,719,
Iceland,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,664,
Iceland,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,690,
Iceland,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,643,
Iceland,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,630,
Iceland,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,604,
Iceland,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,587,
Iceland,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,611,
Iceland,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,516,21
Iceland,2011,Urban,Data tabulated by year of occurrence,"Final figure, complete",2012,504,"21,22"
Iceland,2011,Rural,Data tabulated by year of occurrence,"Final figure, complete",2012,4,"21,22"
Iceland,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,571,21
Iceland,2010,Urban,Data tabulated by year of occurrence,"Final figure, complete",2012,533,"21,22"
Iceland,2010,Rural,Data tabulated by year of occurrence,"Final figure, complete",2012,30,"21,22"
Iceland,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,559,21
Iceland,2009,Urban,Data tabulated by year of occurrence,"Final figure, complete",2012,529,"21,22"
Iceland,2009,Rural,Data tabulated by year of occurrence,"Final figure, complete",2012,24,"21,22"
Iceland,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,549,
Iran (Islamic Republic of),2022,Total,Data tabulated by year of registration,"Final figure, complete",2024,204301,23
Iran (Islamic Republic of),2022,Urban,Data tabulated by year of registration,"Final figure, complete",2024,189773,23
Iran (Islamic Republic of),2022,Rural,Data tabulated by year of registration,"Final figure, complete",2024,14528,23
Iran (Islamic Republic of),2021,Total,Data tabulated by year of registration,"Final figure, complete",2023,201663,23
Iran (Islamic Republic of),2021,Urban,Data tabulated by year of registration,"Final figure, complete",2023,187806,23
Iran (Islamic Republic of),2021,Rural,Data tabulated by year of registration,"Final figure, complete",2023,13857,23
Iran (Islamic Republic of),2020,Total,Data tabulated by year of registration,"Final figure, complete",2022,183193,23
Iran (Islamic Republic of),2020,Urban,Data tabulated by year of registration,"Final figure, complete",2022,170688,23
Iran (Islamic Republic of),2020,Rural,Data tabulated by year of registration,"Final figure, complete",2022,12505,23
Iran (Islamic Republic of),2019,Total,Data tabulated by year of registration,"Final figure, complete",2021,174831,23
Iran (Islamic Republic of),2019,Urban,Data tabulated by year of registration,"Final figure, complete",2021,162907,23
Iran (Islamic Republic of),2019,Rural,Data tabulated by year of registration,"Final figure, complete",2021,11924,23
Iran (Islamic Republic of),2018,Total,Data tabulated by year of registration,"Final figure, complete",2020,175614,23
Iran (Islamic Republic of),2018,Urban,Data tabulated by year of registration,"Final figure, complete",2020,164124,23
Iran (Islamic Republic of),2018,Rural,Data tabulated by year of registration,"Final figure, complete",2020,11490,23
Iran (Islamic Republic of),2017,Total,Data tabulated by year of registration,"Final figure, complete",2019,174578,23
Iran (Islamic Republic of),2017,Urban,Data tabulated by year of registration,"Final figure, complete",2019,163466,23
Iran (Islamic Republic of),2017,Rural,Data tabulated by year of registration,"Final figure, complete",2019,11112,23
Iran (Islamic Republic of),2016,Total,Data tabulated by year of registration,"Final figure, complete",2019,174392,23
Iran (Islamic Republic of),2016,Urban,Data tabulated by year of registration,"Final figure, complete",2019,162668,23
Iran (Islamic Republic of),2016,Rural,Data tabulated by year of registration,"Final figure, complete",2019,11724,23
